,KEY,sarcasm_explanation
224,2_193_u,"The speaker's utterance """"Yeah, a slice of cheesecake and-and a date if you're giving 'em out"""" is genuinely playful and humorous, delivered in a lighthearted tone. The use of informal language and the rising energy in the delivery reflect a sincere joke, not sarcasm. While the statement is exaggerated for comedic effect, the speaker’s facial expressions and tone convey warmth and amusement, not mockery or irony. The overall delivery suggests the speaker is joking in good faith, making the tone non-sarcastic."
225,1_S11E01_222_u,"The speaker's utterance """"Well, you came to the wrong place"""" conveys a genuine response, delivered with a serious tone and tightened lips. While the phrase might sound blunt, the delivery is straightforward and sincere, without any mocking or ironic intent. The tone is firm but honest, reflecting clear communication rather than sarcasm. Although the speaker's expressions and emotions are varied, they are consistent with a non-sarcastic delivery. Overall, the description supports a sincere and direct interpretation"
226,1_S09E18_033_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The question ""Oh. Is the impression that your first name is Pee-Wee?"" is phrased in a lighthearted and informal tone, with a hint of teasing or joking, implying the speaker is poking fun at the idea of someone having an unconventional name. The use of ""Oh"" at the beginning of the sentence creates a sense of casualness and friendliness, but the tone is also tongue-in-cheek, suggesting the speaker is not entirely serious. The speaker's facial expressions, such as raised brows, wrinkled nose, and lip corner pulled, also convey a sense of playfulness and amusement, further supporting the conclusion that the video is sarcastic."
227,1_S12E23_539_u,"The speaker's utterance """"It was her, right?"""" conveys a sarcastic and playful tone, with raised upper lids and pulled lip corners, suggesting the speaker is mocking or teasing, rather than expressing genuine uncertainty. While the question may appear inquisitive on the surface, the delivery and facial expressions indicate irony and playful disbelief. The overall tone reflects sarcasm, not sincere doubt"
228,2_456_u,"The speaker's utterance """"And you are gonna make them all disappear"""" is delivered with a wrinkled nose, lowered brows, and a questioning tone, which, combined with the unrealistic nature of the statement, clearly conveys sarcasm. While the language may sound assertive on the surface, the facial expressions and tonal cues suggest disbelief or mockery. The delivery undermines the literal meaning of the words, indicating the speaker does not genuinely believe what they’re saying. Overall, these cues support a sarcastic interpretation"
229,2_345_u,"The video is actually sarcastic. The speaker's utterance """"Oh I left them in my bulldozer.. I don't have tools!"""" begins with a sarcastic tone, marked by raised eyebrows and a playful, mocking delivery, especially in the phrase ""I left them in my bulldozer."" This part conveys irony and exaggeration, suggesting the speaker is mocking the idea or making a humorous excuse. The second part, ""I don't have tools!"", shifts to a more genuine tone of frustration and annoyance. While the overall sentiment includes real frustration, the initial sarcasm and delivery cues indicate the presence of sarcasm in the first part of the utterance"
230,4_S01E07_151_u,"The speaker's utterance """"Yeah.. see, if you’re gonna repeat everything I say this conversation is gonna take twice as long"""" is delivered in a serious, firm tone, as if the speaker is angry or frustrated, explaining something to a junior or subordinate. The statement reflects genuine irritation and a desire to be taken seriously, without any hint of irony or mockery. While the wording could be interpreted as sarcastic in other contexts, the delivery and expression clearly convey a straightforward and earnest tone, supporting a non-sarcastic interpretation"
231,4_S01E03_086_u,"The video is sarcastic because the speaker's utterance ""When did I give you the impression that I care?"" conveys apathy and defensiveness, with a negative sentiment and a hint of sarcasm. The speaker's confrontational tone, rhetorical and mocking question, and facial cues such as raised brows, tightened lids, and wrinkled nose further reinforce the sarcastic tone. The overall context of the video, including the speaker's body language and the scene's setting, do not contradict this interpretation, leading to the conclusion that the video is sarcastic."
232,1_S10E06_166_u,"The video is non-sarcastic, which can be concluded from the contrast between the speaker's initial frustration and annoyance when expressing their reluctance to sell candy, and their subsequent shift towards a more upbeat and enthusiastic tone when discussing the team getting new uniforms. The speaker's facial expressions, such as raised brows and parted lips, suggest surprise and doubt, but not sarcasm. Additionally, the video context, where the speaker is shown signing a paper and smiling at the camera, further supports the non-sarcastic label."
233,1_S12E22_004_u,"The video is sarcastic because the speaker's utterance ""Never? Isn't that usually when you go to the gym?"" conveys a lighthearted and teasing tone with a hint of sarcasm, implying gentle mocking or poking fun at someone's habits. The speaker's facial expressions, such as raised eyebrows and tightened lids, suggest emotions like contempt and doubt, which are often associated with sarcasm. Additionally, the shift in the speaker's tone from neutral to resolute and assertive, along with the increasing emotional intensity, further support the conclusion that the video is sarcastic."
234,2_163_u,"The video is sarcastic because despite the speaker's utterance ""Oh boy, I just can't watch. It's too scary!"" conveying fear or anxiety, the tone is informal and conversational, suggesting a genuine emotional response. However, the speaker's facial expressions and tone in the audio clip contradict this sentiment, revealing a more playful and emotional tone. The speaker's face shows various emotions such as happiness, surprise, and doubt, while the tone is flat and unemotional. This disparity between the spoken words and the visual cues suggests sarcasm."
235,3_S06E02_152_u,"The speaker's utterance """"You're new here, so I'll forgive the patronizing tone"""" is delivered with a serious, straight face and an angry, assertive tone, conveying genuine irritation and a desire to establish authority. While the phrase """"I'll forgive"""" could imply sarcasm in other contexts, here it is used seriously and pointedly, with no playful or mocking undertone. The speaker’s stern expression and tone reflect frustration and defensiveness, not irony. Overall, the delivery is direct and confrontational, supporting a non-sarcastic interpretation"
236,1_7894_u,"While the text suggests that the speaker's tone is casual and conversational with a hint of skepticism, the video context, the speaker's facial expressions, and observed emotions indicate a more positive and genuine tone, which contradicts the idea of sarcasm. The phrase """"I did"""" may appear slightly tongue-in-cheek in isolation, but in context, the speaker’s facial expressions and tone are sincere, with no indication of irony or mockery. The overall delivery reflects a genuine and earnest sentiment, supporting the conclusion that the video is non-sarcastic"
237,1_S10E09_258_u,"The speaker's utterance """"What is going on? Did you upgrade his software last night?"""" conveys mocking and teasing intent, implying that updating software somehow affected someone's mood or behavior. The line is delivered in a conspiratorial tone, with lowered brows and a sense of playful exaggeration. While the words are phrased as a question, the tone and delivery clearly indicate sarcasm, not genuine inquiry. The overall delivery reflects a sarcastic and humorous attitude, rather than straightforward frustration"
238,1_6427_u,"The video is actually sarcastic. The speaker's utterance """"Hmm. That's too bad. We could have spent New Year's Eve waiting for the ball to drop"""" is delivered with raised eyebrows, pursed lips, and a flat tone, which contradict the literal sentiment of the phrase “too bad.” The lack of emotional inflection and the exaggerated phrasing suggest the speaker is mocking or downplaying the disappointment, not expressing genuine regret. These delivery cues clearly indicate sarcasm, rather than sincerity"
239,2_485_u,"The speaker's utterance """"You got off to a really good start with the group"""" is delivered with raised eyebrows, a smirk, and an exaggerated, drawn-out “really,” all of which undermine the literal meaning of the words. These cues suggest the speaker is implying the opposite, that the person did not get off to a good start. The tone is mocking rather than supportive, and the facial expressions and delivery clearly indicate sarcasm, not genuine praise"
240,4_S01E16_048_u,"The speaker's utterance """"Sorry, you don’t get to make that call unless you have a stethoscope. Union rules."""" is delivered in a serious and factual tone, within the context of a formal conversation about a serious matter. The speaker’s raised eyebrows and straight, composed expression reflect a firm and authoritative stance, not humor or irony. The tone remains professional and direct, indicating a non-sarcastic delivery."
241,1_S09E16_101_u,"The video is actually sarcastic because the speaker's utterance """"Relax, there's room for two babies in this group"""" is delivered with an annoyed tone and lowered eyebrows, indicating frustration rather than support. The use of the word “babies” to describe adults is clearly mocking, not sincere, and implies that the speaker is criticizing immature behavior rather than trying to comfort. The tone and expression contradict any reading of calmness or kindness, pointing instead to sarcasm and irritation"
242,1_S09E20_156_u,"The speaker's utterance """"Astronauts saw him carrying that"""" is delivered in a frustrated tone, with raised eyebrows and a clear sense of exaggeration, making the statement unrealistic and obviously not literal. The combination of overstated language and tone of disbelief or irritation suggests the speaker is using sarcasm to criticize or mock. The delivery contradicts any sincere or neutral reading, clearly indicating a sarcastic intent"
243,2_388_u,"The video is actually non-sarcastic. The speaker's utterance """"Yeah, she couldn't live without the Chan Love"""" is playful and flirtatious, but genuinely intended, not mocking or ironic. While the phrase """"Chan Love"""" may sound exaggerated, the speaker delivers it in a way that reflects humor with romantic intent, not sarcasm. The tone, though light and animated, is sincere and teasing, and the speaker’s facial expressions, support a non-sarcastic, affectionate tone."
244,2_189_u,"The speaker's tone is informal and exaggerated, referring to ducks as “the guys” and saying they’ve “been talking to them,” which is clearly not meant to be taken literally. This exaggeration, combined with the context, reflects a mock-serious delivery that is sarcastic in nature. While the language is casual, the absurdity of the content and the delivery suggest the speaker is being ironic or humorous, not sincere"
245,1_S12E14_152_u,"The speaker's utterance """"It's nice they found each other"""" contrasts with their expression and tone, which show sadness and disappointment, not genuine warmth. The word “nice” is delivered with raised eyebrows and a flat or subdued tone, suggesting irony rather than sincerity. This mismatch between the literal meaning and the speaker’s emotional cues indicates that the statement is sarcastic, not heartfelt. Overall, the sentiment is mocking or resentful, despite the positive wording"
246,1_6188_u,"The speaker's utterance """"Oh, my God, that's where I know you from"""" uses words that express surprise and astonishment, but it is delivered with a straight face and no accompanying expressions, creating a clear contrast between the words and the delivery. This mismatch suggests the speaker is being sarcastic, using the phrase ironically rather than genuinely. The flat tone and lack of emotional cues indicate that the sentiment is mocking or insincere, not sincere excitement"
247,2_177_u,"The speaker's utterance """"I can show you an ID if you want?"""" is delivered with lowered brows and a sarcastic smile (pulled lip corners), indicating mockery rather than genuine hesitation. The words themselves imply something ridiculous or exaggerated, and combined with the facial expressions, the tone clearly conveys sarcasm. Despite the seemingly straightforward phrasing, the delivery signals insincerity and irony"
248,4_S01E04_098_u,"The speaker's utterance """"Interestingly enough, you also don’t get any periods if it isn’t working, which is why you were supposed to get regular pregnancy tests"""" is delivered in a serious, professional tone, typical of a doctor explaining medical information to a patient. The phrase """"Interestingly enough"""" is used for emphasis and clarity, not sarcasm, with raised eyebrows and tonal shifts highlighting the importance of the information. The environment is formal and clinical, and the speaker's delivery is informative and straightforward, without any condescension or irony. Overall, the tone and expressions reflect a serious and educational context, supporting a non-sarcastic interpretation"
249,1_S12E09_307_u,"The speaker's utterance """"What, the alphabet?"""" is delivered with raised eyebrows, a disbelieving tone, and a parted mouth, signaling mock surprise and skepticism rather than genuine curiosity. The tone and facial expressions suggest the speaker is questioning the obviousness of the topic in a sarcastic manner. Despite the seemingly playful words, the overall delivery conveys irony and disbelief, indicating sarcasm"
250,1_S12E06_367_u,"The video is actually non-sarcastic. The speaker's utterance """"What do you want, Sheldon?"""" is a basic question delivered with annoyance, accompanied by raised eyebrows, reflecting genuine irritation rather than sarcasm. The tone is direct and frustrated, indicating a straightforward expression of impatience or displeasure, without any ironic or mocking undertones"
251,3_S03E02_111_u,"The speaker's utterance ""Don't you guys call it 'Rock, Rock, Rock'?"" conveys playfulness and curiosity, with a hint of sarcasm. The informal tone, quotation marks, and use of ""you guys"" suggest a tongue-in-cheek tone. Although the speaker's voice and facial expressions display a range of emotions, including happiness, anger, and sadness, the overall tone remains neutral and conversational. The subtle sarcasm is reinforced by the speaker's raised brows, wrinkled nose, and lip corner pulled, indicating a slightly ironic tone. Hence, the video is sarcastic."
252,1_3064_u,"The video is actually sarcastic. The speaker's utterance conveys frustration and a negative sentiment, but it is delivered with raised eyebrows and funneled lips, creating a tone that contrasts with the literal words. The phrasing is unrealistic and exaggerated, suggesting the speaker is mocking the situation rather than expressing genuine anger. The facial expressions and delivery emphasize the sarcastic nature of the statement, indicating irony or disbelief rather than sincerity"
253,1_S12E03_061_u,"The speaker's utterance """"You're the one who said you wanted to read more"""" is delivered in the context of a normal conversation, without any mocking, teasing, or sarcastic intent. The tone is neutral and calm, reflecting a straightforward statement rather than sarcasm. The phrasing is used to remind or clarify, not to blame or ridicule. The speaker's facial expressions and emotions, including happiness and doubt, are consistent with a sincere and genuine exchange, supporting a non-sarcastic interpretation"
254,2_591_u,"The speaker's utterance describes a chaotic and taboo New Year's Eve celebration, but it is delivered as if recounting a genuine experience, with raised eyebrows and a frustrated tone. Despite the vivid and provocative imagery, the tone is serious and sincere, reflecting genuine frustration rather than sarcasm or humor. The speaker's facial expressions and vocal delivery support a non-sarcastic interpretation, indicating an earnest reflection rather than playful exaggeration"
255,1_11526_u,"The speaker's utterance, """"As you may know, I've been experimenting with elevated anxiety levels, and I thought, what better way to increase my discomfort than to subject myself to an evening of tasteless uncensored crotch talk?"""", is delivered in a matter-of-fact and sincere tone. Despite the colorful language, the speaker genuinely means what they say, expressing their feelings straightforwardly without irony or sarcasm. The tone is informal and conversational, but lacks facetiousness or mockery. Overall, the delivery reflects honest frustration and candid humor, not sarcasm"
256,2_97_u,"The speaker's utterance """"It would be nice to have a little guarantee though"""" is delivered with tightened eyes and raised cheeks, which contrast with the literal meaning of the words. The phrase “little guarantee” is expressed with a tone of mock skepticism and irony, indicating sarcasm rather than genuine caution. The facial expressions and delivery cues suggest the speaker is being playful or teasing, using irony to convey doubt rather than sincerity"
257,1_3840_u,"The speaker's utterance, """"if there's one thing I like more than a refreshing beverage, it's serotonin,"""" is delivered with genuineness and sincerity, without any mocking expression or sarcastic tone. The tone is lighthearted and enthusiastic, reflecting genuine appreciation rather than irony. The speaker’s facial expressions, including raised brows and a tightened lid, convey positive emotion and engagement, supporting a non-sarcastic interpretation"
258,4_S01E03_085_u,"The video is actually non-sarcastic. The speaker's utterance """"Well, if God does, you make a quick fifty"""" is delivered with a genuine tone and raised eyebrows, reflecting sincere contemplation rather than sarcasm. There is no mocking or teasing in the delivery; instead, the speaker expresses honest skepticism or reflection. While the tone may shift to positivity and enthusiasm later, the initial sentiment is authentic and earnest, supporting a non-sarcastic interpretation"
259,4_S03E05_007_u,"The speaker's utterance """"We could spend all day arguing whether we bet or not. Give me the 100 bucks"""" is delivered with a genuine and straightforward tone, accompanied by raised eyebrows that indicate earnestness rather than sarcasm. The tone is forceful but sincere, reflecting a desire to move past unnecessary debate rather than mock or tease. The speaker’s facial expressions and language suggest frustration with the situation, but without any ironic or mocking intent. Overall, the delivery supports a non-sarcastic interpretation"
260,2_286_u,"The speaker's utterance """"And sometimes I would want you to steal third, and I'll go like this"""" is delivered with a straight face and flat tone, contrasting with the playful words. The speaker uses raised eyebrows and exaggerated gestures to emphasize the irony, indicating sarcasm rather than genuine excitement. The combination of delivery and body language suggests the speaker is mocking or teasing rather than sincerely expressing spontaneity or confidence"
261,1_S11E05_156_u,"The speaker's utterance ""My ride home with you was hellish"" conveys strong negative emotions, frustration, and anger, with a critical and disapproving tone. However, the speaker's facial expressions and tonality suggest a more complex emotional landscape, with hints of happiness, contempt, and doubt. The shift in tone from neutral to sinister and mocking, along with the subtle changes in pitch and volume, particularly around the word ""hellish"", imply sarcasm. The overall sentiment of the speech is negative, but the speaker's emotional intensity and facial cues suggest a sarcastic tone."
262,1_S12E01_268_u,"The video is actually sarcastic. The speaker's utterance """"What are you gonna do?"""" is delivered with a straight face, flat tone, and raised eyebrows, which contrasts with the literal meaning of the phrase. The tone and expression imply irony and resignation, indicating sarcasm rather than genuine helplessness. The delivery conveys a mocking or dismissive attitude, supported by the facial cues, signaling that the sentiment is sarcastic"
263,2_548_u,"The video is actually sarcastic. The speaker's utterance """"Almost! But first, we gotta start"""" is delivered with raised eyebrows and a dimpled smile, signaling sarcasm. The words themselves express something obvious and somewhat silly, emphasizing the needless stating of the obvious. The tone and facial expressions combine to convey mockery and playful irony, indicating a sarcastic rather than sincere sentiment"
264,2_178_u,"The speaker's utterance """"This is so good, that I am gonna enjoy it in the balcony. I can enjoy my view, whilst I enjoy my desert"""" is delivered with raised eyebrows and a tone that contrasts with the words, as the speaker's actions suggest a desire to leave rather than genuine enjoyment. The mismatch between the positive phrasing and the speaker's behavior indicates sarcasm, conveying irony and dissatisfaction rather than sincere delight. The facial expressions and delivery emphasize the mocking nature of the statement"
265,4_S02E14_040_u,"The speaker's utterance """"Make love not belts? Beautiful!"""" is delivered in a mocking tone, characterized by raised eyebrows and a slight smirk, indicating sarcasm rather than genuine enthusiasm. The playful phrasing and positive words are undercut by the speaker's delivery, which conveys irony and ridicule. Despite the exclamation mark, the tone and facial expressions suggest the speaker is teasing or mocking rather than sincerely celebrating"
266,1_S09E10_208_u,"The video is actually sarcastic. While the speaker’s tone may appear casual and playful, it carries an annoyed undertone that contradicts the literal meaning. The delivery includes cues of frustration or irritation, which, combined with the facial expressions, suggest sarcasm rather than genuine admiration. The overall tone is mocking or dismissive, undermining the positive wording and indicating a sarcastic sentiment"
267,2_400_u,"The video is non-sarcastic because the speaker's tone is neutral, lacking strong emotional undertones, and the facial expressions convey happiness and surprise, rather than irony or mocking. Although the utterance itself has a humorous and playful tone, with a hint of sarcasm, the overall context and the speaker's delivery suggest a lighthearted and entertaining intention rather than a sarcastic one."
268,1_S10E09_100_u,"The speaker's utterance, """"It's like scrolling through the emojis on my phone,"""" conveys confusion and mild frustration, delivered with lowered brows and a tone that suggests genuine bewilderment rather than sarcasm. While the speaker is making fun of the situation, the expression and delivery indicate they mean what they are saying sincerely, without ironic or mocking intent. The overall tone is lighthearted and straightforward, lacking the typical cues of sarcasm"
269,4_S01E03_083_u,"The speaker's utterance """"I was sitting by his bed all morning, just so he'd know someone was there for him"""" begins with a tone of compassion and empathy, but the second part is delivered with a high pitch, raised eyebrows, and a playful, funny tone, signaling sarcasm. The shift in delivery contrasts with the sincerity of the words, indicating that the speaker is mocking or exaggerating rather than genuinely expressing concern. These vocal and facial cues clearly suggest a sarcastic interpretation"
270,2_104_u,"The speaker's utterance """"Was that place the sun?"""" is delivered with a straight face, assertive tone, and raised eyebrows, creating a contrast between the words and the delivery. This mismatch suggests sarcasm, as the speaker appears to question the obvious or make a mocking inquiry. The tone and facial expressions convey irony and disbelief rather than genuine confusion, indicating a sarcastic intent"
271,2_378_u,"The speaker's utterance """"No Blanche, with a Venus fly trap"""" is delivered with raised eyebrows and a flat tone, signaling sarcasm. The idea presented is ridiculous and obvious, and the delivery mocks the statement rather than treating it seriously. The tone and facial expressions indicate irony and disbelief, reflecting a sarcastic interpretation despite the seemingly casual wording"
272,1_6835_u,"The speaker's utterance """"Oh, screw her. She's just lucky we let her hang out with us"""" is delivered genuinely and in a rushed manner, without any mocking or teasing tone. The words express frustration and resentment, but the tone is straightforward and sincere, lacking irony or sarcasm. The speaker's facial expressions and delivery reflect authentic emotion, not condescension or sarcasm. Overall, the delivery supports a non-sarcastic interpretation"
273,1_11177_u,"The speaker's utterance, """"I'm listening to you snore. I'm wondering how I'll ever sleep without it,"""" is delivered with a pout and raised eyebrows, signaling mockery and playful teasing. The words contradict the likely truth, that sleeping without snoring would be easier, highlighting the sarcasm. The tone and facial expressions convey irony and humor, making the statement clearly sarcastic rather than sincere"
274,2_562_u,"The speaker's utterance """"Look now, Phoebe remember, hey, they're just fulfilling their Christmas..."""" is delivered in a genuine and explanatory tone, without any teasing or mocking. The phrase reflects an honest observation about obligations, and the speaker's tone is informal and conversational but sincere. The facial expressions, including raised brows and tightened lids, convey frustration or concern rather than sarcasm. Overall, the delivery supports a non-sarcastic interpretation"
275,1_S09E20_029_u,"The speaker's utterance """"You may need this more than I do"""" is delivered with a mocking tone and raised eyebrows, indicating sarcasm rather than genuine empathy. The phrasing and delivery convey irony and playful ridicule, suggesting the speaker is not sincerely offering the item but rather making a sarcastic remark. The facial expressions and vocal cues contradict any sincere sentiment, supporting a sarcastic interpretation"
276,4_S01E02_051_u,"The speaker's utterance """"That's what our moms would like us to believe"""" is delivered with raised eyebrows as part of making a serious point in a sincere conversation. The tone is informal and conversational, but reflects genuine skepticism rather than sarcasm or mockery. The facial expressions, including a wrinkled nose, indicate thoughtfulness and doubt, supporting a non-sarcastic interpretation."
277,1_S11E08_217_u,"The speaker's utterance, """"You know what, you like to think that you're just like Tesla, but the truth is you're exactly like Edison,"""" is delivered with raised brows and a condescending tone, but without sarcasm. The speaker is making a critical point directly and seriously, aiming to correct or challenge the listener's self-perception. The facial expressions, such as tightened lids and a wrinkled nose, reflect disapproval and criticism, but do not indicate mocking or ironic intent. Overall, the tone is stern and confrontational, yet non-sarcastic"
278,1_S12E17_124_u,"The video is sarcastic due to the speaker's utterance ""What do you call that, Bishops Be Crazy?"" which has a tongue-in-cheek quality, implying irony and humor. The use of ""Be Crazy"" instead of a more serious phrase adds to the playful and satirical tone. The speaker's tonality shifts from neutral to agitated and emotional, conveying frustration or anger. The facial expressions, including raised brows, tightened lids, and a wrinkled nose, also suggest emotions like contempt and doubt. These cues collectively indicate a sarcastic tone in the video."
279,1_7357_u,"The speaker's utterance """"I'm starting to get a sense of it"""" is delivered with lowered brows and a concentrating expression, signaling skepticism rather than genuine curiosity. The tone and facial cues suggest that the speaker is being sarcastic or ironic, possibly mocking the situation rather than sincerely engaging. The delivery contrasts with the literal meaning, indicating a sarcastic intent"
280,2_583_u,"The video is sarcastic because despite the speaker's utterance ""And the bunny got away!"" conveying a negative sentiment of frustration or disappointment, the tone is playful and lighthearted, with a touch of whimsy. The speaker's facial expressions and tonality, however, suggest a strong emotional state, with cues of passion, determination, and possibly frustration or anger. The mismatch between the speaker's words and tone, along with the actor's dramatic facial expressions, indicate sarcasm."
281,1_7082_u,"The video is non-sarcastic because despite the speaker's tone being playful and tongue-in-cheek, the underlying emotions of nostalgia, fondness, and amusement prevail. The speaker's facial expressions, such as raised cheeks and lips, also convey happiness and enthusiasm. Although the speaker presents unusual and potentially embarrassing secrets, the tone remains affectionate and bittersweet, indicating a genuine reminiscence rather than sarcasm. The shifts in tonality, from upbeat to contemplative and back to energetic, add depth to the narrative, but do not undermine the overall sincerity of the speaker's emotions."
282,2_50_u,"The video is actually sarcastic. The speaker's utterance, including the use of the word """"nope,"""" is delivered with raised brows and a tone that mocks by using the term incorrectly, suggesting playful ridicule. The speaker is making fun of the patch, and the reactions of others in the conversation acknowledge this sarcasm. Facial expressions and tone combine to convey irony and humor, rather than straightforward disapproval"
283,2_385_u,"The speaker's utterance """"No, I know, but I, he just went on"""" is delivered with urgency and a neutral expression, reflecting a sincere attempt to convey information or get something across. The tone is frustrated and exasperated, but lacks the mocking or ironic cues typical of sarcasm. The facial expressions, including raised brows and tightened lids, indicate concern and focus, not sarcasm. Overall, the delivery suggests earnestness rather than irony"
284,4_S01E07_136_u,"The speaker's utterance """"A glioma not presenting on a contrast MRI would have to be smaller than a grain of sand, which does not a gravely ill person make"""" is delivered in the context of a serious medical conversation, with raised eyebrows emphasizing an important point. The tone is assertive and confident, aiming to clarify medical facts without irony or sarcasm. The facial cues, such as wrinkled nose and pulled lip corners, reflect thoughtfulness and concern rather than feigned doubt or dismissiveness. Overall, the delivery supports a non-sarcastic and professional interpretation"
285,2_471_u,"The speaker says """"Amazing"""" with the word stretched out (""amaaazing""), delivered with raised eyebrows and a slight mocking smirk, signaling sarcasm. The tone is mocking and exaggerated, undermining the literal positive meaning. Despite the casual context, the delivery conveys irony and playful ridicule, making the sentiment clearly sarcastic rather than genuine admiration"
286,1_S11E04_024_u,"The speaker's tone is flat and unemotional, contrasting with the words, which indicates sarcasm. Despite facial expressions such as raised cheeks and lip corners suggesting happiness, the delivery and tone lack genuine enthusiasm, signaling irony or mockery. The overall impression is that the speaker is being sarcastic rather than sincere, and the emotions observed do not override the sarcastic tone conveyed."
287,1_3660_u,"The speaker's utterance ""There a new girlfriend in there? 'Cause you might need one"" conveys a lighthearted and humorous tone with a hint of cheekiness, suggesting a close relationship between the speaker and the person being addressed. The tone is playful and non-serious, with a noticeable shift to a more upbeat and enthusiastic tone around the word 'here.' The speaker's facial expressions, including raised brows, tightened lids, and a raised chin, also indicate happiness and playfulness. While the video context shows a group of friends enjoying each other's company, the speaker's tongue-in-cheek comment and the overall sentiment of gentle teasing or ribbing suggest that the video is sarcastic."
288,2_589_u,"The speaker's utterance, ""Well why don't you check in one of my saddle bags while I chew on a bale of hay,"" conveys a tone of nonchalance and playfulness, with a hint of sarcasm. The use of colloquial expressions and the impracticality of the suggestion imply a tongue-in-cheek tone. The speaker's facial expressions, such as raised brows and tightened lips, suggest emotions like doubt and irritation, which contradict the carefree tone of the utterance. The assertive and slightly aggressive tone, along with the noticeable shift in tone when mentioning the saddle bag, further support the conclusion that the video is sarcastic."
289,4_S03E10_028_u,"The video is actually non-sarcastic. The speaker's utterance """"And a happy go to hell"""" is delivered with a straight face and clear anger, conveying genuine frustration and bitterness. The tone is serious and hostile, without any ironic or sarcastic undertones. The speaker's facial expressions, including a furrowed brow and tightened features, reflect authentic negative emotions, supporting a non-sarcastic interpretation"
290,3_S06E01_417_u,"The speaker's utterance ""Almost a human"" conveys a sense of irony and detachment, implying mild criticism or amusement. The tone is tongue-in-cheek, with a hint of lighthearted sarcasm. The speaker's tonality shifts from neutral to assertive and confident, with emphasis on certain words like ""almost human"". The facial expressions and possible emotions observed, such as contempt and doubt, also suggest a sarcastic tone. Overall, the speaker's wry observation and playful teasing suggest that the video is sarcastic."
291,3_S04E02_217_u,"The speaker's utterance """"No, I think you should use more"""" is delivered with a totally straight face and flat tone, signaling sarcasm. While the text suggests frustration or annoyance, the lack of emotional variation and the deadpan delivery indicate that the speaker is being ironic or mocking rather than sincere. The facial expressions and tone are key indicators of sarcasm, overriding the literal meaning of the words"
292,2_126_u,"The speaker's expression of disappointment over Joe Piscapo not getting the lead role in Rain Man is delivered with a flat tone, which contrasts with the obviously absurd statement. This deadpan delivery signals sarcasm, as the speaker mocks the notion rather than genuinely expresses frustration. Despite the emotional content described, the tone and delivery suggest the speaker is being ironic or sarcastic, not sincere."
293,3_S04E06_526_u,"The speaker's utterance """"Does it look like I care?"""" is delivered with a bored expression and a straight face, conveying genuine apathy and indifference without any mocking or sarcastic tone. The question is not rhetorical, but rather a sincere expression of disinterest. The facial expressions, including a lowered brow and raised upper lid, reflect boredom and disengagement rather than anger or sarcasm. Overall, the delivery supports a non-sarcastic interpretation"
294,1_S12E06_111_u,"The speaker's utterance """"You get that I'm wearing a corset because of you, not because I'm tired of breathing?"""" is delivered with a genuine and explanatory tone, reflecting sincere feelings rather than sarcasm. The exaggerated phrase ""not because I'm tired of breathing"" is used to emphasize discomfort seriously, not playfully or mockingly. Facial expressions such as raised brows and tightened lids indicate the speaker's desire to communicate honestly and clearly, without any teasing or ironic intent. Overall, the tone and delivery suggest a non-sarcastic interpretation"
295,2_560_u,"The video is actually sarcastic. The speaker's utterance, particularly the phrase """"totally ok,"""" is delivered with a wrinkled nose and tone that clearly contradicts the literal meaning, signaling sarcasm. Despite the straightforward language expressing frustration and resentment, the delivery reveals that the speaker is not truly okay, using irony to emphasize their true feelings. The facial expressions and tone indicate a mocking or insincere sentiment rather than genuine acceptance"
296,2_147_u,"The speaker's utterance expresses genuine frustration and disappointment with their search for a wedding officiant, conveyed through words like """"boring"""" and """"annoying"""". The tone is informal and conversational, reflecting authentic irritation rather than sarcasm. The facial expressions, such as a lowered brow and raised upper lid, support this sincere emotional state. Although the video context is lively, the speaker's progression from neutral to frustrated indicates honest dissatisfaction without any mocking or ironic undertones"
297,4_S03E06_002_u,"The speaker's utterance """"Fat joke! Always fun."""" is delivered with a tsk-like sound and flat tone, indicating sarcasm rather than genuine amusement. The words are clearly meant ironically, as the speaker does not find the joke funny. Facial expressions and vocal delivery emphasize mockery and disbelief, underscoring the sarcastic sentiment despite the ostensibly positive wording"
298,1_S10E18_423_u,"The speaker's utterance """"More reasons for you to stay"""" is delivered with a high-pitched tone toward the end, raised eyebrows, and funneled lips, signaling sarcasm. The delivery contrasts with the literal meaning, implying that there may actually be more reasons not to stay. The tone and facial expressions convey irony and skepticism, indicating a sarcastic rather than sincere sentiment"
299,2_359_u,"The speaker's utterance """"You know once you are inside, you don't have to knock anymore"""" states something obvious, delivered with a straight face and flat tone. This contrast between the simplicity of the message and the serious delivery signals sarcasm, implying the speaker is mocking or highlighting the obviousness of the statement rather than sincerely informing"
300,3_S01E06_266_u,"The speaker's utterance """"She's attracted to ugliness"""" is delivered with a straight face and a flat tone, despite stating something untrue or exaggerated. This contrast between the content and delivery signals sarcasm, implying the speaker is mocking or making a facetious remark rather than genuinely criticizing. The facial expressions and monotone voice reinforce the sarcastic nature"
301,1_S09E03_072_u,"The video is actually sarcastic. The speaker's utterance """"India"""" is delivered with a pulled lip corner, raised eyebrows, and followed by a dimple, signaling sarcasm. Despite the flat tone, these facial cues suggest the speaker is mocking or teasing rather than making a neutral or sincere statement"
