,KEY,sarcasm_explanation
472,2_361_u,"The video is sarcastic because despite the speaker's utterance ""Nooo"" conveying frustration and disappointment, their tone is flat and monotone, lacking emotional expression. The shift in intonation when saying ""I'm really happy to be here"" suggests irony, and the speaker's facial cues, such as a raised inner brow and wrinkled nose, indicate doubt, further supporting the sarcastic label."
473,1_S11E13_001_u,"The video is sarcastic because the speaker's utterance ""Newspapers? Did you find a portal back to the 1990s?"" conveys amusement, playfulness, and irony, with a tone that is lighthearted and humorous, poking fun at the idea of newspapers being a relevant source of information. The use of exaggeration, such as the ""portal back to the 1990s,"" adds to the comedic effect, and the speaker's facial expressions, including a raised cheek, tightened lid, and lip corner pulled, suggest happiness and contempt, further supporting the sarcastic tone."
474,4_S04E14_031_u,"The video is sarcastic because the speaker's utterance ""No, it's a joke"" conveys a lighthearted and humorous sentiment, implying that someone has taken a joke too seriously. The tone shifts from neutral to amused, and the emphasis on ""joke"" suggests a playful or ironic tone. The speaker's facial expressions, such as a raised upper lid, tightened lid, and wrinkled nose, also indicate amusement and playfulness, further supporting the conclusion that the video is sarcastic."
475,3_S02E01_413_u,"The video is sarcastic because the speaker's utterance ""Oh. Wow. Thanks for the compliment"" is laced with irony, conveyed through a playful yet irritated tone, and a tongue-in-cheek delivery. The use of pauses and the phrase ""Thanks for the compliment"" suggests facetiousness rather than genuine gratitude. The speaker's facial expressions, such as raised brows and a wrinkled nose, also indicate surprise and doubt, further supporting the sarcastic tone."
476,2_339_u,"The video is non-sarcastic because the speaker's utterance ""Thank you"" conveys a genuine sense of gratitude and politeness, supported by a warm and inviting tone, a smooth and pleasant delivery, and a facial expression that indicates happiness. The absence of irony, mocking undertones, and any hint of sarcasm in the tone and sentiment further reinforce the non-sarcastic label."
477,2_146_u,"The video is non-sarcastic because the speaker's tone is genuine and inquiring, conveying curiosity and caution rather than irony or mockery. The use of ""umm"" and hesitant tone suggests nervousness or uncertainty, but the tone shifts to become more assertive and confident, indicating a sincere interest in the topic. The speaker's facial expressions, such as raised brows and lip corners, also suggest emotions like contempt and doubt, but not sarcasm. The overall sentiment is neutral with a slightly positive leaning, further supporting the non-sarcastic label."
478,1_3256_u,"The video is sarcastic because the speaker's utterance, ""I'm sorry, fiddling with yourself in the bathtub is a real class act,"" conveys annoyance and disgust through its ironic tone, implying the opposite of what is being said. The use of the phrase ""real class act"" is mocking and critical, suggesting the speaker's disapproval of the behavior. This is further supported by the speaker's facial expressions, which indicate doubt and skepticism. The contrast between the peaceful and relaxing scene in the bathtub and the speaker's negative sentiment also adds to the sarcastic tone."
479,2_472_u,"The video is non-sarcastic because the speaker's utterance ""And I just won a million dollars!"" is accompanied by a genuine expression of excitement and joy, with no hint of irony or tongue-in-cheek undertones. The celebratory tone, energetic language, and positive sentiment all support this conclusion. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, suggest a sense of agitation and drive, but not sarcasm. The overall context of the video, featuring a man and woman engaging in a playful drink-throwing game, also reinforces the non-sarcastic label."
480,1_S11E03_365_u,"The video is non-sarcastic because the speaker's utterance ""Oh, my God, what happened?!"" conveys a genuine sense of shock and surprise, reinforced by the urgent and reactive tone. The language used is dramatic and attention-grabbing, suggesting a significant and potentially negative event has occurred. The speaker's facial expressions, including widened eyes, raised brows, and a dropped jaw, further indicate alarm and distress. The tone, sentiment, and facial cues all align to convey a sincere emotional response, with no hint of sarcasm."
481,4_S01E02_057_u,"The video is sarcastic because the speaker's utterance ""Not the fun MS with the balloons and the bike rides for cripples in wheelchairs"" conveys frustration, anger, and annoyance, with a tone that is informal, conversational, and sarcastic. The use of irony and facetiousness in the phrase ""Not the fun MS"" and the provocative reference to ""cripples in wheelchairs"" suggest a mocking and critical tone, rather than a sympathetic or empathetic one. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, indicate contempt and anger, further supporting the conclusion that the video is sarcastic."
482,1_5156_u,"The video is sarcastic due to the speaker's utterance ""That's got to be fun for you, huh?"" which is intended to be ironic and mocking, conveying a sense of hostility and aggression. The tone shifts from neutral to sinister and mocking, with a sharp rise in pitch and harsh timbre, emphasizing the sarcasm and disdain. The speaker's facial expressions, such as raised brows and tightened lips, also suggest surprise and scorn. The overall sentiment is strongly negative, with a sense of outrage and indignation, further supporting the conclusion that the video is sarcastic."
483,1_7641_u,"The video is non-sarcastic because the speaker's tone is warm and inviting, indicating a friendly demeanor, and the sentiment throughout the clip is mostly neutral with a hint of sadness and nostalgia. Although there is a hint of irony in the mention of ""Ben and Jerry"" (likely a reference to Ben & Jerry's ice cream), it is not enough to conclude that the video is sarcastic. The speaker's facial expressions and emotions observed throughout the video, such as happiness, surprise, and doubt, also suggest a genuine and non-sarcastic tone."
484,2_254_u,"The video is sarcastic because the speaker's utterance ""Yeah. Yeah, that's what you need a good.. pill"" conveys a sense of frustration, annoyance, and desperation, with a tone that is somewhat sarcastic and dismissive. The use of ""Yeah. Yeah"" at the beginning of the sentence creates a sense of exasperation, and the brevity and simplicity of the sentence contribute to the overall sense of frustration and hopelessness. Additionally, the subtle shift in intonation when the word 'pill' is introduced and the speaker's facial expressions, such as raised brows and a wrinkled nose, suggest a hint of concern or unease, which contrasts with the warm and inviting tone at the beginning of the sentence, implying sarcasm."
485,2_188_u,"The video is non-sarcastic because the speaker's utterance ""You had no relationship!!"" conveys a strong negative emotional response of anger or frustration, emphasized by the use of the word ""no"" with two exclamation points. The tone is accusatory and confrontational, without any irony or playful undertones that would suggest sarcasm. The speaker's facial expressions, such as raised brows and tightened lips, also indicate genuine emotions like surprise, doubt, and happiness, rather than sarcasm. Additionally, the shift in intonation and pace of speech around the word ""no"" suggests a moment of realization or surprise, further supporting the non-sarcastic label."
486,2_569_u,"The video is non-sarcastic because the speaker's utterance ""Chandler?"" conveys curiosity and inquiry with a neutral sentiment, lacking any hint of sarcasm. The speaker's tone is assertive yet warm, with an uplifting and positive tone, reflecting happiness and fulfillment. The facial expressions observed in the video, such as raised brows and parted lips, suggest emotions like surprise, sadness, and doubt, but do not indicate sarcasm. Overall, the speaker's delivery is impactful and engaging, effectively conveying a positive and enthusiastic sentiment."
487,4_S01E03_071_u,"The video is non-sarcastic because the speaker's tone is direct and serious, conveying a sense of caution and concern, with no hint of irony or playful undertones. The brevity and simplicity of the statement ""Don't go rock climbing"" add to its seriousness and emphasis. The speaker's facial expressions, although showing a range of emotions such as happiness and doubt, do not suggest sarcasm. The video context, set in a hospital waiting room, also supports a non-sarcastic tone, as the speaker appears to be providing a genuine warning or advice."
488,2_301_u,"The video is non-sarcastic because the speaker's tone is informal, conversational, and genuine, conveying curiosity without any hint of irony or mocking intent. The neutral sentiment and friendly atmosphere in the kitchen setting, where the speakers are smiling and enjoying each other's company, further support this conclusion. Additionally, the speaker's facial expressions, although varied, do not suggest sarcasm, and the possible emotions observed, such as happiness, do not contradict the non-sarcastic tone."
489,2_433_u,"The video is sarcastic because the speaker's utterance ""I was saying the actual words"" conveys a sense of frustration and annoyance, with a defensive and slightly irritated tone. The phrase ""the actual words"" implies that the speaker feels their previous words were being distorted or misinterpreted, and they're emphasizing the importance of understanding their exact words in a tongue-in-cheek manner. This, combined with the speaker's facial cues, such as raised brows and a tightened lid, suggesting surprise and doubt, reinforces the sarcastic tone."
490,1_S11E10_297_u,"The video is non-sarcastic because the speaker's utterance ""Oh, okay. Sorry. I wasn't ready for it. Try again."" conveys a genuine apologetic and slightly defensive tone, with no hint of sarcasm. The speaker's emotional state is characterized by anxiety or nervousness, which is further supported by the tone's shift from neutral to apologetic and distressed. The facial cues, such as a lowered brow, raised cheek, and tightened lid, also suggest remorse or regret, rather than sarcasm. Overall, the speaker's sincerity and emotional vulnerability in the video rule out the presence of sarcasm."
491,1_8407_u,"The video is sarcastic because the speaker's utterance, ""Oh, sure, what a wonderful idea,"" conveys a sense of mockery and ridicule, implying that the original idea is absurd or unreasonable. The tone is playful, yet slightly annoyed and dismissive, with a strong sense of sarcasm, particularly in the first sentence, where the speaker is being facetious and ironic. The use of absurd examples, such as rubbing pudding on gums, further reinforces the sarcastic tone. The speaker's facial expressions, including raised brows and a tightened lid, also suggest a sense of irony and playfulness, consistent with a sarcastic tone."
492,1_8827_u,"The speaker's utterance, ""How do you not tear off his clothes and take him right here on this table?"", conveys a strong physical attraction, but the use of hyperbole and the unlikely scenario described suggest irony and facetiousness. The speaker's tone is assertive yet warm, and their facial expressions, such as a raised cheek and tightened lid, indicate happiness. The shift in pitch towards the end of the phrase and the overall neutral tone also imply a playful, rather than serious, intent. These cues collectively suggest that the video is sarcastic."
493,4_S02E03_024_u,"The video is sarcastic because the speaker's utterance ""Do I get bonus points if I act like I care?"" conveys skepticism and cynicism, with a tone that is tongue-in-cheek and facetious. The use of ""bonus points"" and the speaker's questioning tone imply that they are not genuinely interested in the topic. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, suggest emotions like contempt and doubt, further supporting the conclusion that the video is sarcastic."
494,1_340_u,"The video is sarcastic because the speaker's utterance, ""Sure, cut the foreigner in half. There's a billion more where he came from,"" conveys a strongly negative and hostile sentiment, but is delivered with a flippant and cavalier tone, suggesting irony or mocking humor. Additionally, the speaker's facial expressions, such as raised eyebrows and a tightened lid, indicate emotions like doubt and sadness, which contrast with the aggressive and dismissive tone, further implying sarcasm."
495,1_3125_u,"The video is sarcastic because of the speaker's tone, which is mocking and condescending, implying that the person being referred to is shallow and lacks loyalty. The phrase ""when you figure out how to build one"" is particularly sarcastic, suggesting that the speaker believes the person is not capable of forming a genuine connection with someone new. The speaker's facial expressions, such as raised eyebrows and a tightened lid, also convey a sense of irony and playful mockery. Additionally, the shift in tone from seriousness to lightheartedness and the presence of laughter further support the conclusion that the video is sarcastic."
496,2_248_u,"The video is sarcastic because the speaker's utterance ""we're nothing"" can be interpreted as a tongue-in-cheek commentary on their perceived insignificance, rather than a genuine expression of low self-esteem. This hint of sarcasm is reinforced by the speaker's tone, which is assertive yet warm, and their facial expressions, which convey a range of emotions including contempt and doubt. Additionally, the use of colloquial expressions like ""y'know"" and ""goofin' around"" creates a casual, laid-back tone that suggests the speaker is not entirely serious. Overall, the speaker's playful and humorous approach, combined with their sarcastic undertones, suggest that the video is sarcastic."
497,1_S11E11_077_u,"The video is non-sarcastic because the speaker's utterance ""I don't know"" conveys genuine confusion and uncertainty, which is reinforced by their facial expressions, such as raised brows and a tightened lid, indicating doubt. The speaker's tone and body language, as described in the video context, also suggest confidence and comfort, which further supports the conclusion that the video is non-sarcastic."
498,4_S01E07_131_u,"The video is non-sarcastic. The speaker's utterance ""Sounds fun"" conveys a lighthearted and carefree tone, indicating enthusiasm and amusement. The overall sentiment is positive, and the tone is genuinely playful and optimistic. The facial cues, such as the raised cheeks and lip corner, also suggest happiness. The context of the video, featuring a serious conversation between two people, does not contradict the playful tone, and there is no hint of irony or mocking intent."
499,2_536_u,"The video is non-sarcastic because the speaker's utterance ""What a baby"" conveys a positive and lighthearted sentiment, with a tone that is informal, conversational, and playful, suggesting fondness and cuteness. The speaker's facial expressions, such as raised inner brow, cheek, and lip corners, and a dimple, also indicate a genuine emotional response, likely amusement or delight. The absence of irony or mocking intent in the tone and the overall positive emotional modulation further support the non-sarcastic label."
500,2_53_u,"The video is non-sarcastic because the speaker's utterance ""You're gonna have to tell me how you did that"" conveys curiosity and playfulness, with a neutral to slightly positive sentiment. The tone is informal, conversational, and genuine, with no hint of sarcasm. The use of ""gonna"" instead of ""going to"" adds to the casual and lighthearted atmosphere. The speaker's facial expressions and body language, as well as the tone and pitch of their voice, further reinforce the positive and enthusiastic emotions, with no indication of sarcasm."
501,1_537_u,"The video is sarcastic because the speaker's utterance ""Oh, you know, that is so weird that yours came and mine didn't"" conveys a tone of incredulity and questioning, with a hint of irony and tongue-in-cheekiness, particularly in the phrase ""that is so weird"". The speaker's emotional state shifts from neutral to frustrated and annoyed as they speak, reflected in their raised pitch, quicker pace, and erratic intonation. The facial cues, such as the raised inner and outer brow, wrinkled nose, and tightened lid, also suggest annoyance and dissatisfaction. While the sarcasm is not overt, these subtle cues collectively imply a sarcastic tone."
502,2_315_u,"The video is sarcastic because the speaker's utterance ""I guess you'd know that, being one of the two of us, though, right?"" conveys a tone of playful teasing and lighthearted sarcasm, which is reinforced by the casual and conversational tone. The facial cues, such as the raised inner and outer brow, tightened lid, and lip corner pulled, also suggest emotions like surprise, contempt, and doubt, which are often associated with sarcasm. Additionally, the video context, which shows a lively and informal conversation between two women in a bar setting, further supports the interpretation of sarcasm."
503,1_9971_u,"The video is sarcastic because the speaker's utterance ""an insult to her faith is always thoughtful"" conveys irony and annoyance, implying the opposite of what they truly believe. The tone is tongue-in-cheek, and the use of the word ""always"" adds to the sarcastic tone. The speaker's facial expressions, such as raised brows and a tightened lid, also suggest surprise and skepticism, further supporting the sarcastic label."
504,1_S12E13_088_u,"The video is non-sarcastic. Although the speaker's tone is slightly defensive and exasperated, and they use a subtle shift in mood and sentiment when saying ""just, sometimes I'm tired"", the overall sentiment expressed is one of mild irritation or annoyance, rather than sarcasm. The speaker's facial expressions and body language, which include a mix of emotions such as happiness, sadness, and doubt, do not strongly suggest sarcasm. The context of the video, showing the speaker and another person washing dishes in a kitchen, also does not imply sarcasm."
505,2_443_u,"Here is a concise summary:

The speaker's utterance ""Dear god, this parachute is a knapsack"" conveys frustration, exasperation, and a hint of sarcasm, as the comparison is nonsensical and absurd. The tone is urgent and frantic, with a sense of fear or panic, and the facial expressions show a mix of emotions, including happiness and contempt. The overall sentiment is negative, and the speaker's vocal dynamics, such as the loud and high-pitched tone, contribute to the feeling of distress and urgency. These cues collectively suggest that the video is sarcastic."
506,1_S09E21_255_u,"The video is sarcastic because the speaker's utterance, ""Interesting. Maybe my male cycle synced up with Raj's actual period,"" is lighthearted and humorous, with a hint of sarcasm, conveying a sentiment of jest and teasing rather than seriousness or concern. The use of exaggerated language, such as ""male cycle"" and ""sync up,"" and the obvious impossibility of the idea, suggest facetiousness. The speaker's tonality also shifts from neutral to animated and elevated in pitch, indicating surprise or intrigue, and their facial expressions display a range of emotions, including surprise, contempt, and happiness, further supporting the conclusion that the video is sarcastic."
507,1_8217_u,"The video is non-sarcastic because the speaker's utterance ""Go out with me on one date, and I promise you, you'll see"" conveys confidence and cockiness, but lacks any overtone of irony or tongue-in-cheek humor. The tone is lighthearted and flirtatious, and the language used is straightforward and optimistic. The speaker's facial expressions, such as raised brows and a tightened lid, suggest happiness and sincerity, while the vocal dynamics convey a sense of calm and sincerity initially, followed by a more assertive and confident mood. Overall, the speaker's words, tone, and facial expressions all suggest a genuine and playful invitation, rather than a sarcastic or ironic one."
508,1_S10E14_032_u,"The video is sarcastic because of the speaker's tone, which is flat and unenthusiastic, conveying a sense of resignation and acceptance. The use of ""So"" at the beginning of the sentence implies irony or understatement, and the tone is somewhat tongue-in-cheek, suggesting a hint of frustration or disappointment. Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, indicate emotions like surprise, fear, and doubt, which further support the sarcastic tone."
509,1_S11E06_060_u,"The video is non-sarcastic because the speaker's utterance ""Gift shop"" lacks any emotional tone or language, conveying a neutral primary underlying emotion and sentiment. Additionally, the speaker's facial cues, such as raised inner brow and lowered brow, suggest doubt rather than sarcasm. The overall context of the hospital waiting room scene also does not imply sarcasm."
510,1_S12E18_030_u,"The video is sarcastic because the speaker's tone is lighthearted and playful, but with a hint of irony, particularly in the use of the word ""brutal"" to describe a likely lighthearted and playful exchange. The speaker's facial expressions, such as raised brows and tightened lids, also suggest a mix of emotions, including happiness and doubt, which can be indicative of sarcasm. Additionally, the shift in tone from assertive to subdued after the word ""brutal"" and the downward turn in intonation further support the conclusion that the video is sarcastic."
511,1_S12E05_110_u,"The video is sarcastic because the speaker's utterance ""Yeah. I already got a man for that"" conveys confidence and self-assurance, but with a hint of playfulness and tongue-in-cheek tone, suggesting a slightly sarcastic response. The shift in intonation when mentioning ""a man for that"" and the speaker's facial expressions, such as raised inner brow, wrinkled nose, and depressed lower lip, also indicate a possible transition in mood or attitude, further supporting the sarcastic label."
512,2_228_u,"The video is non-sarcastic because the speaker's utterance conveys excitement and enthusiasm, with a positive sentiment and a casual, celebratory tone. The language used is straightforward and matter-of-fact, without any irony or tongue-in-cheek tone that would suggest sarcasm. The speaker's facial expressions and tonality also support this conclusion, showing a genuine emotional response, such as happiness, and a shift towards excitement and anticipation when mentioning the specific event."
513,1_S12E23_470_u,"The video is non-sarcastic. Here's a concise summary:

The speaker's utterance ""This might be the glue talking, but that was a very pleasurable 139 and a half hours"" conveys joy and happiness, with a positive sentiment. The phrase ""This might be the glue talking"" adds a touch of playfulness, but the overall tone remains lighthearted and enthusiastic. The speaker's tonality shifts from neutral to upbeat and enthusiastic, aligning with the positive sentiment. The facial cues, such as raised cheeks and lip corners, also suggest a joyful state of mind. While there is a hint of whimsy, the overall tone is uplifting and positive, indicating a non-sarcastic video."
514,2_338_u,"The video is sarcastic because the speaker's utterance, ""And I am sure every person here really really wants you to join our group,"" conveys skepticism and incredulity, implying that the group's interest is insincere. The tone is ironic and dismissive, and the phrase ""really really wants"" suggests exaggeration. Additionally, the speaker's facial expressions, such as raised eyebrows and a tightened lid, indicate doubt, contradicting the enthusiastic and inviting tone. These cues collectively suggest that the video is sarcastic."
515,1_S10E04_361_u,"The video is non-sarcastic because the speaker's utterance ""Wait. Wrong number."" conveys a sense of frustration and annoyance, with a negative sentiment. The tone is primarily matter-of-fact and straightforward, with a slight transition to a more exasperated tone towards the end. The speaker's facial expressions, such as raised brows and tightened lips, also suggest surprise and disappointment rather than sarcasm. Overall, the speaker's emotions and tone are more aligned with genuine frustration than sarcasm."
516,1_2575_u,"The video is non-sarcastic because despite the speaker's utterance conveying skepticism and playful teasing, the tone is lighthearted and inquiring, suggesting the speaker is not taking the superstition seriously. The emphasis on the first syllable of ""you don't"" and the steady pace of delivery hint at irritation or disbelief, but the overall sentiment remains neutral. The speaker's facial expressions, including a raised brow and tightened lid, indicate happiness and contempt, but the tone remains assertive rather than aggressive or critical. The playful skepticism and gentle probing tone outweigh the hint of sarcasm, leading to a non-sarcastic label."
517,1_10977_u,"The video is non-sarcastic because the speaker's utterance ""Let's not talk about this in front of our friends"" conveys anxiety and apprehension, with a cautionary and secretive tone, indicating genuine concern about sharing information in public. The language used is direct and sincere, without irony or mocking undertones. The speaker's facial expressions, such as a lowered brow and raised cheek, suggest doubt, further supporting the non-sarcastic label. The tone is serious and private, and the speaker's delivery is clear and concise, demonstrating good command over their vocal cords."
518,3_S01E06_054_u,"The video is non-sarcastic because the speaker's utterance ""Yes, we are totally fucked"" conveys a strong sense of desperation and hopelessness, with a tone that is informal yet intense and emphatic. The language used is direct and lacks any hint of irony or tongue-in-cheek humor, suggesting a genuine expression of negative emotions. The speaker's facial expressions, such as raised brows and a depressed lower lip, also indicate surprise and doubt, further supporting the non-sarcastic tone."
519,1_5109_u,"The video is non-sarcastic because the speaker's tone is assertive yet lighthearted, with a hint of playfulness, and the language used is direct and confrontational without any apparent irony or tongue-in-cheek tone. The sentiment conveyed throughout the clip is primarily neutral, with occasional shifts towards amusement, and the speaker's facial expressions and vocal dynamics suggest a sense of enjoyment and relaxation, with no signs of stress or anxiety."
520,3_S01E03_021_u,"The video is non-sarcastic because the speaker's utterance ""Like Jesus over Satan"" conveys confidence and triumph, with an assertive and boastful tone. The tone is genuine and sincere, without any hint of irony or tongue-in-cheek. The speaker's facial expressions, including raised brows and parted lips, suggest surprise and conviction, rather than sarcasm. The consistent and straightforward delivery, without any sudden changes in pitch or volume, further reinforces the non-sarcastic nature of the video."
521,1_3419_u,"The video is sarcastic because of the speaker's tone, facial expressions, and utterance. The speaker's tone shifts from neutral to serious and somber when mentioning ""Leonard,"" indicating discomfort and hesitation. The phrase ""Oh, we don't need to talk about that anymore"" has a slightly annoyed and frustrated tone, implying a sense of reluctance to discuss the topic. The speaker's facial expressions, such as raised brows, tightened lids, and wrinkled nose, also convey a sense of discomfort and annoyance. Furthermore, the speaker's attempt to brush off the topic by attributing it to someone else (Leonard) suggests a hint of sarcasm. Overall, the combination of tone, facial expressions, and utterance suggests that the video is sarcastic."
522,2_258_u,"The video is sarcastic because the speaker's utterance ""I could see her brain"" is an obvious exaggeration, implying humor or irony, and the tone is lighthearted and tongue-in-cheek. The use of hyperbole, a common device in sarcastic language, and the sudden drop in pitch when mentioning the phrase, suggest that the speaker is being facetious. Additionally, the speaker's facial expressions, such as raised cheeks and tightened lips, convey a sense of playfulness and amusement, which further supports the sarcastic label."
523,4_S01E02_066_u,"The video is sarcastic because of the speaker's confrontational tone, use of rhetorical questions, and exaggerated phrase ""who loves him the most in the whole wide world?"" which convey frustration, annoyance, and impatience. The speaker's facial expressions, such as raised brows and tightened lids, also suggest a sense of mockery and ridicule, further supporting the sarcastic label."
524,1_8078_u,"The video is non-sarcastic because despite the initial phrase ""Trust me"" having a hint of sarcasm, the overall tone and sentiment of the speaker's utterance is one of paranoia, mistrust, and negativity. The cautionary and warning tone, the emphasis on conspiracy and danger, and the assertive and confrontational delivery suggest a genuine concern and emotional intensity, rather than irony or mockery. Additionally, the speaker's facial expressions, such as raised brows and tightened lids, convey surprise and doubt, further supporting the non-sarcastic label."
525,1_S11E06_003_u,"The video is non-sarcastic because the speaker's utterance is straightforward and matter-of-fact, conveying a genuine sense of anxiety, nervousness, and frustration due to the time constraint before their surgery. The tone is urgent and relieved, with a natural flow and fluctuating pattern, indicating a sincere emotional state. The facial expressions, such as raised brows and tightened lips, also suggest a palpable sense of unease and tension, further supporting the non-sarcastic label."
526,2_314_u,"The video is non-sarcastic because the speaker's utterance ""Am I out of control?"" conveys a genuine sense of anxiety and self-doubt, with a tone that is introspective and sincere. The speaker's facial expressions, such as raised brows and a tightened lid, also suggest a sense of concern and uncertainty. The video context, showing the speaker engaged in a mundane task like cleaning the stove, adds to the overall impression of authenticity and vulnerability. The absence of any hint of sarcasm in the speaker's tone and the presence of emotions like doubt and happiness further support the conclusion that the video is non-sarcastic."
527,1_4552_u,"The video is non-sarcastic because despite the hint of sarcasm in the phrase ""to make a long story short"", the overall tone is casual, conversational, and playful, with a touch of self-deprecation and humor. The speaker's lighthearted and irreverent demeanor, as well as their facial expressions and body language, convey a sense of embarrassment and frustration, but not sarcasm. The atmosphere of the video, with the three women engaged in a relaxed and comfortable conversation, also suggests a non-sarcastic tone."
528,4_S01E02_062_u,"The video is non-sarcastic because the speaker's tone is cautious and hesitant, conveying genuine concerns or reservations about the situation. The language used is straightforward, lacking irony or a mocking tone that would suggest sarcasm. The speaker's facial expressions, such as raised brows and a tightened lip, also indicate surprise, contempt, and doubt, but not sarcasm. Additionally, the modulation in the speaker's voice, particularly during the phrase ""it might get complicated,"" adds depth and complexity to the spoken word, emphasizing the potential challenges involved, rather than conveying sarcasm."
529,2_426_u,"The video is non-sarcastic because the speaker's utterance ""Are you kidding? I love that guy! Morning's here!"" conveys excitement and enthusiasm, with a strong positive sentiment towards the person being referred to. The tone is upbeat and energetic, with a sense of anticipation and joy, and the language used is straightforward and genuine, without any irony or tongue-in-cheek tone that would suggest sarcasm. Additionally, the speaker's facial expressions and tonality, characterized by a shift to admiration and positivity, further reinforce the interpretation of a sincere expression of enthusiasm and admiration."
530,1_S11E03_220_u,"The video is non-sarcastic because the speaker's utterance ""Honey, that's you"" conveys affection and warmth, with a gentle, intimate, and loving tone. The language is straightforward and sincere, suggesting fondness and appreciation. The speaker's warm and inviting tone, calm and composed state of mind, and light and airy quality of voice further reinforce a sense of happiness and comfort. Additionally, the speaker's facial expressions, although showing some signs of sadness and doubt, do not contradict the overall positive and playful sentiment. Overall, the genuine and heartfelt tone of the speaker suggests a non-sarcastic video."
531,4_S03E12_010_u,"The video is non-sarcastic because despite the speaker's use of hyperbole and tongue-in-cheek tone, the overall sentiment is one of amusement and teasing rather than genuine concern or seriousness. The speaker's facial expressions, such as raised brows and cheek, lip corner pulled, and dimple, suggest happiness and playfulness, which contradicts the presence of sarcasm. Additionally, the speaker's vocal characteristics, including a consistent and loud tone, medium pitch range, and lack of emotional fluctuations, convey confidence and straightforwardness, further supporting the non-sarcastic label."
532,1_S11E19_143_u,"The video is sarcastic because the speaker's utterance ""The drone or your stupid robot show"" conveys frustration and annoyance, with a negative sentiment and informal, aggressive tone. The use of the word ""stupid"" implies mocking or dismissive language, and the speaker's harsh and commanding tone, evident from their sharp intonations and rising pitch, reinforces this interpretation. Additionally, the speaker's facial expressions, such as raised brows and tightened lips, suggest emotions like surprise and doubt, which are consistent with a sarcastic tone."
533,1_4290_u,"The video is non-sarcastic because the speaker's utterance, ""I just have a question. Does Bernadette ever talk about me?"", conveys a genuine and inquiring tone, with a primary underlying emotion of curiosity and a hint of concern or insecurity. The neutral sentiment, direct and simple language, and absence of overtly positive or negative language also suggest a non-sarcastic tone. Furthermore, the speaker's facial expressions, including raised brows, tightened lids, and parted lips, indicate a range of emotions such as happiness, surprise, and doubt, but not sarcasm. The overall context of the video, featuring a man in a serious or concerned tone in a construction site or restricted area, also supports a non-sarcastic interpretation."
534,1_S11E12_038_u,"The video is sarcastic because the speaker's utterance, ""That's funny. I always thought Howard was nature's way of saying the Wolowitz line ends here,"" conveys a tone of playful ridicule and amusement, with a hint of sarcasm, particularly in the phrase ""nature's way of saying."" The speaker's facial expressions, such as raised brows and a wrinkled nose, also suggest a playful and ironic tone. Additionally, the shift in intonation around the word ""funny"" and the tongue-in-cheek tone further support the conclusion that the video is sarcastic."
535,1_S12E07_060_u,"The video is sarcastic because of the speaker's utterance, which makes a humorous comparison between someone's tone and their wife's tone, implying a sense of familiarity and affection, but also subtly poking fun at the idea of being persuaded or manipulated. The speaker's tone is informal and conversational, with a noticeable shift in intonation towards the end of the sentence, suggesting an increase in emotion or emphasis. Additionally, the speaker's facial expressions, such as a lowered brow, raised cheek, and tightened lid, indicate doubt, further supporting the conclusion that the video is sarcastic."
536,2_230_u,"The video is non-sarcastic because despite the speaker's frustrated and insistent tone, the facial expressions and emotions observed throughout the video, such as happiness and sadness, do not align with the sarcastic sentiment. The speaker's emphasis on ""Janice"" and the phrase ""You gotta give me"" convey a sense of urgency and importance, rather than sarcasm. Additionally, the scene's context, featuring a typical gathering of friends in the TV show ""Friends,"" suggests a genuine and non-sarcastic conversation."
537,1_S12E03_338_u,"The video is sarcastic because the speaker's utterance ""Oh, sure, 'cause Sheldon's DNA plus my DNA equals a kid who knows how to make friends. Grow up!"" conveys frustration and sarcasm through the use of irony (""Oh, sure"") and a mocking tone. The speaker's facial expressions, such as raised brows and a tightened lid, also suggest annoyance and skepticism. Additionally, the shift in tone from loud and assertive to more subdued and measured, as well as the use of a phrase like ""Grow up!"" to express exasperation, further support the conclusion that the video is sarcastic."
538,2_555_u,"The video is non-sarcastic because the speaker's utterance ""Hey! It's starting to snow"" conveys excitement and enthusiasm, with an upbeat and energetic tone, suggesting genuine joy and eagerness. The video context, showing Tom Hanks and Meg Ryan enjoying a romantic moment in a snowy park, reinforces this positive sentiment. The speaker's facial expressions, while exhibiting surprise and doubt, do not indicate irony or mocking undertones, further supporting the non-sarcastic label."
539,1_S12E07_005_u,"The video is non-sarcastic because the speaker's utterance lacks irony or tongue-in-cheek tone, and their tone is assertive and confident, remaining neutral sentimentally. The language used is straightforward and direct, suggesting a genuine intention without emotional investment. Additionally, the speaker's facial expressions and possible emotions observed throughout the video, such as surprise, happiness, and doubt, do not convey sarcasm. The overall context of the video, showing a group of boys and girls working together to build a house, also supports a non-sarcastic tone."
